brewery_name,city,state,abv,beer_name,style,ounces,latitude,longitude,rating
Sly Fox Brewing Company,Pottstown, PA,0.084,Odyssey Imperial IPA,American Double / Imperial IPA,12,40.265147,-75.668328,4.6
Sly Fox Brewing Company,Pottstown, PA,0.058,Oktoberfest Lager,Märzen / Oktoberfest,12,40.265147,-75.668328,4.6
Sly Fox Brewing Company,Pottstown, PA,0.07,113 IPA,American IPA,12,40.265147,-75.668328,4.6
Sly Fox Brewing Company,Pottstown, PA,0.053,Dunkel Lager,Munich Dunkel Lager,12,40.265147,-75.668328,4.6
Sly Fox Brewing Company,Pottstown, PA,0.056,Royal Weisse Ale,Hefeweizen,12,40.265147,-75.668328,4.6
Sly Fox Brewing Company,Pottstown, PA,0.049,Pikeland Pils,German Pilsener,12,40.265147,-75.668328,4.6
Sly Fox Brewing Company,Pottstown, PA,0.051,Phoenix Pale Ale,American Pale Ale (APA),12,40.265147,-75.668328,4.6
Spring House Brewing Company,Conestoga, PA,0.056,Seven Gates Pale Ale,American Pale Ale (APA),12,40.0299714,-76.3083551,4.1
7venth Sun,Dunedin, FL,0.038,Wolfman's Berliner,Berliner Weissbier,12,28.0100473,-82.4505911,4.7
Astoria Brewing Company,Astoria, OR,0.057,Trolley Stop Stout,American Stout,12,46.1902003,-123.8314054,4.3
Astoria Brewing Company,Astoria, OR,0.082,Bitter Bitch Imperial IPA,American Double / Imperial IPA,12,46.1902003,-123.8314054,4.3
Astoria Brewing Company,Astoria, OR,0.062,Poop Deck Porter,American Porter,12,46.1902003,-123.8314054,4.3
Astoria Brewing Company,Astoria, OR,0.06,Old Red Beard Amber Ale,American Amber / Red Ale,12,46.1902003,-123.8314054,4.3
Maui Brewing Company,Lahaina, HI,0.051,Lahaina Town Brown,American Brown Ale,12,20.7493371,-156.4380209,4.5
Maui Brewing Company,Lahaina, HI,0.055,Pau Hana Pilsner,Czech Pilsener,12,20.7493371,-156.4380209,4.5
Maui Brewing Company,Lahaina, HI,0.05,Lemongrass Saison,Saison / Farmhouse Ale,12,20.7493371,-156.4380209,4.5
Maui Brewing Company,Lahaina, HI,0.07,Aloha B’ak’tun,Belgian Strong Dark Ale,12,20.7493371,-156.4380209,4.5
Maui Brewing Company,Lahaina, HI,0.082,Liquid Breadfruit,Fruit / Vegetable Beer,12,20.7493371,-156.4380209,4.5
Maui Brewing Company,Lahaina, HI,0.06,Sobrehumano Palena'ole,American Amber / Red Ale,12,20.7493371,-156.4380209,4.5
Maui Brewing Company,Lahaina, HI,0.05,La Perouse White,Witbier,12,20.7493371,-156.4380209,4.5
Maui Brewing Company,Lahaina, HI,0.068,Flyin' HI.P.Hay,American IPA,12,20.7493371,-156.4380209,4.5
Maui Brewing Company,Lahaina, HI,0.055,Mana Wheat,American Pale Wheat Ale,12,20.7493371,-156.4380209,4.5
Maui Brewing Company,Lahaina, HI,0.045,Bikini Blonde Lager,Munich Helles Lager,12,20.7493371,-156.4380209,4.5
Maui Brewing Company,Lahaina, HI,0.057,CoCoNut Porter,American Porter,12,20.7493371,-156.4380209,4.5
Maui Brewing Company,Lahaina, HI,0.062,Big Swell IPA,American IPA,12,20.7493371,-156.4380209,4.5
RoughTail Brewing Company,Midwest City, OK,0.076,12th Round,American Strong Ale,16,35.4805648,-97.4074691,4.7
RoughTail Brewing Company,Midwest City, OK,0.07,RoughTail IPA,American IPA,16,35.4805648,-97.4074691,4.7
RoughTail Brewing Company,Midwest City, OK,0.08,Polar Night Stout,American Stout,16,35.4805648,-97.4074691,4.7
Lucette Brewing Company,Menominee, WI,0.052,Slow Hand Stout,American Stout,16,44.8752163,-91.9401428,4.4
Bold City Brewery,Jacksonville, FL,0.065,Mad Manatee IPA,American IPA,12,30.318992,-81.6954356,4.8
Bold City Brewery,Jacksonville, FL,0.055,Killer Whale Cream Ale,Cream Ale,12,30.318992,-81.6954356,4.8
Bold City Brewery,Jacksonville, FL,0.06,Duke's Cold Nose Brown Ale,American Brown Ale,12,30.318992,-81.6954356,4.8
Grey Sail Brewing of Rhode Island,Westerly, RI,0.058,Autumn Winds,Märzen / Oktoberfest,16,41.384963,-71.8324189,4.7
Grey Sail Brewing of Rhode Island,Westerly, RI,0.06,Flying Jenny Extra Pale Ale,American Pale Ale (APA),12,41.384963,-71.8324189,4.7
Grey Sail Brewing of Rhode Island,Westerly, RI,0.04,Hazy Day Belgian-Style Wit,Witbier,16,41.384963,-71.8324189,4.7
Grey Sail Brewing of Rhode Island,Westerly, RI,0.055,Bring Back the Beach Blonde Ale,American Blonde Ale,16,41.384963,-71.8324189,4.7
Grey Sail Brewing of Rhode Island,Westerly, RI,0.06,Leaning Chimney Smoked Porter,American Porter,16,41.384963,-71.8324189,4.7
Grey Sail Brewing of Rhode Island,Westerly, RI,0.06,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),12,41.384963,-71.8324189,4.7
Grey Sail Brewing of Rhode Island,Westerly, RI,0.049,Flagship Ale,Cream Ale,12,41.384963,-71.8324189,4.7
Blue Blood Brewing Company,Lincoln, NE,0.05,1800 Big Log Wheat (2012),American Pale Wheat Ale,12,40.7799779,-96.7077502,4.4
Blue Blood Brewing Company,Lincoln, NE,,Double Play Pilsner,American Pilsner,12,40.7799779,-96.7077502,4.4
Blue Blood Brewing Company,Lincoln, NE,0.055,Brewerhood Brown Ale,American Brown Ale,12,40.7799779,-96.7077502,4.4
Blue Blood Brewing Company,Lincoln, NE,0.08,Last Call Imperial Amber Ale,American Amber / Red Ale,12,40.7799779,-96.7077502,4.4
Blue Blood Brewing Company,Lincoln, NE,0.096,Pernicious Double IPA,American Double / Imperial IPA,12,40.7799779,-96.7077502,4.4
Blue Blood Brewing Company,Lincoln, NE,0.052,6-4-3 Double Play Pilsner,German Pilsener,12,40.7799779,-96.7077502,4.4
Blue Blood Brewing Company,Lincoln, NE,,N Street Drive-In 50th Anniversary IPA,American Double / Imperial IPA,12,40.7799779,-96.7077502,4.4
Blue Blood Brewing Company,Lincoln, NE,0.05,467 Ethan's Stout,American Stout,12,40.7799779,-96.7077502,4.4
Blue Blood Brewing Company,Lincoln, NE,0.064,1335 Wicked Snout,Saison / Farmhouse Ale,12,40.7799779,-96.7077502,4.4
Blue Blood Brewing Company,Lincoln, NE,0.045,543 Skull Creek Fresh Hopped Pale Ale,American Pale Ale (APA),12,40.7799779,-96.7077502,4.4
Blue Blood Brewing Company,Lincoln, NE,0.056,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12,40.7799779,-96.7077502,4.4
Blue Blood Brewing Company,Lincoln, NE,0.056,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12,40.7799779,-96.7077502,4.4
Blue Blood Brewing Company,Lincoln, NE,0.056,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12,40.7799779,-96.7077502,4.4
Blue Blood Brewing Company,Lincoln, NE,0.046,834 Happy As Ale,American Pale Ale (APA),12,40.7799779,-96.7077502,4.4
Swashbuckler Brewing Company,Manheim, PA,0.045,Bermuda Triangle Ginger Beer,Herbed / Spiced Beer,12,40.2272461,-76.4304258,3
Blue Mountain Brewery,Afton, VA,0.059,Full Nelson Pale Ale,American Pale Ale (APA),12,38.016134,-78.821844,4.5
Blue Mountain Brewery,Afton, VA,0.065,Steel Wheels ESB,Extra Special / Strong Bitter (ESB),12,38.016134,-78.821844,4.5
Blue Mountain Brewery,Afton, VA,0.053,Blue Mountain Classic Lager,Euro Pale Lager,12,38.016134,-78.821844,4.5
Blue Mountain Brewery,Afton, VA,0.059,Full Nelson Pale Ale (2010),American Pale Ale (APA),12,38.016134,-78.821844,4.5
Starr Hill Brewery,Crozet, VA,0.042,Starr Pils,German Pilsener,12,38.0691142,-78.6874566,4.6
Starr Hill Brewery,Crozet, VA,0.065,Northern Lights India Pale Ale,American IPA,16,38.0691142,-78.6874566,4.6
Starr Hill Brewery,Crozet, VA,0.048,Festie,Märzen / Oktoberfest,12,38.0691142,-78.6874566,4.6
Starr Hill Brewery,Crozet, VA,0.065,Northern Lights India Pale Ale,American IPA,12,38.0691142,-78.6874566,4.6
Westbrook Brewing Company,Mt. Pleasant, SC,0.055,One Claw,American Pale Ale (APA),12,32.8466697,-79.8767999,4.5
Westbrook Brewing Company,Mt. Pleasant, SC,0.04,Westbrook Gose,Gose,12,32.8466697,-79.8767999,4.5
Westbrook Brewing Company,Mt. Pleasant, SC,0.05,White Thai,Witbier,12,32.8466697,-79.8767999,4.5
Westbrook Brewing Company,Mt. Pleasant, SC,0.068,Westbrook IPA,American IPA,12,32.8466697,-79.8767999,4.5
Shipyard Brewing Company,Portland, ME,0.069,Monkey Fist IPA,American IPA,12,43.6616119,-70.2485963,4.3
Shipyard Brewing Company,Portland, ME,0.051,Shipyard Summer Ale,American Pale Wheat Ale,12,43.6616119,-70.2485963,4.3
Shipyard Brewing Company,Portland, ME,0.047,Pumpkinhead Ale,Pumpkin Ale,12,43.6616119,-70.2485963,4.3
Shipyard Brewing Company,Portland, ME,0.051,Shipyard Export,American Blonde Ale,12,43.6616119,-70.2485963,4.3
Revolution Brewing,Paonia, CO,0.064,Stout Ol' Friend,American Stout,16,40.795805,-74.481009,4.3
Revolution Brewing,Paonia, CO,0.064,Stout Ol' Friend (2012),American Stout,16,40.795805,-74.481009,4.3
Revolution Brewing,Paonia, CO,,Rye Porter,American Porter,16,40.795805,-74.481009,4.3
Revolution Brewing,Paonia, CO,0.05,Miner's Gold,American Blonde Ale,16,40.795805,-74.481009,4.3
Revolution Brewing,Paonia, CO,0.046,Vienna Lager,Vienna Lager,16,40.795805,-74.481009,4.3
Revolution Brewing,Paonia, CO,0.056,Jessie's Garage,American Pale Ale (APA),16,40.795805,-74.481009,4.3
Revolution Brewing,Paonia, CO,0.062,Colorado Red Ale,American Amber / Red Ale,12,40.795805,-74.481009,4.3
Revolution Brewing,Paonia, CO,,Miner's Gold,American Blonde Ale,12,40.795805,-74.481009,4.3
Natian Brewery,Portland, OR,0.053,Undun Blonde Ale,American Blonde Ale,16,45.5227852,-122.6523486,4.4
Natian Brewery,Portland, OR,0.074,CuDa Cascadian Dark Ale,American Black Ale,16,45.5227852,-122.6523486,4.4
Natian Brewery,Portland, OR,0.085,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,16,45.5227852,-122.6523486,4.4
Natian Brewery,Portland, OR,0.085,Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,16,45.5227852,-122.6523486,4.4
Natian Brewery,Portland, OR,0.074,CuDa Cascadian Dark Ale (2012),American Black Ale,16,45.5227852,-122.6523486,4.4
Natian Brewery,Portland, OR,0.053,Undun Blonde Ale (2012),American Blonde Ale,16,45.5227852,-122.6523486,4.4
Alltech's Lexington Brewing Company,Lexington, KY,0.043,Kentucky Kölsch,Kölsch,16,38.0498526,-84.5095557,4.5
Alltech's Lexington Brewing Company,Lexington, KY,0.065,Kentucky IPA,American IPA,16,38.0498526,-84.5095557,4.5
Oskar Blues Brewery (North Carol...,Brevard, NC,0.087,G'KNIGHT,American Double / Imperial IPA,12,35.2535812,-82.7067656,4.6
Oskar Blues Brewery (North Carol...,Brevard, NC,0.099,Ten Fidy,Russian Imperial Stout,12,35.2535812,-82.7067656,4.6
Oskar Blues Brewery (North Carol...,Brevard, NC,0.08,Deviant Dale's IPA,American Double / Imperial IPA,16,35.2535812,-82.7067656,4.6
Oskar Blues Brewery (North Carol...,Brevard, NC,0.08,Old Chub,Scottish Ale,12,35.2535812,-82.7067656,4.6
Oskar Blues Brewery (North Carol...,Brevard, NC,0.065,Dale's Pale Ale,American Pale Ale (APA),19.2,35.2535812,-82.7067656,4.6
Oskar Blues Brewery (North Carol...,Brevard, NC,0.065,Dale's Pale Ale,American Pale Ale (APA),12,35.2535812,-82.7067656,4.6
Orlison Brewing Company,Airway Heights, WA,0.053,Clem's Gold,American Pale Lager,16,47.6564322,-117.4274312,4.2
Orlison Brewing Company,Airway Heights, WA,0.055,Lizzy's Red,American Amber / Red Lager,16,47.6564322,-117.4274312,4.2
Orlison Brewing Company,Airway Heights, WA,0.067,Orlison India Pale Lager,American Pale Lager,16,47.6564322,-117.4274312,4.2
Orlison Brewing Company,Airway Heights, WA,0.042,Brünette,Euro Dark Lager,16,47.6564322,-117.4274312,4.2
Orlison Brewing Company,Airway Heights, WA,0.041,Havanüther,Light Lager,16,47.6564322,-117.4274312,4.2
Breckenridge Brewery,Denver, CO,0.042,Agave Wheat,American Pale Wheat Ale,12,39.5937209,-105.0233408,4.4
Breckenridge Brewery,Denver, CO,0.045,SummerBright Ale,American Pale Wheat Ale,12,39.5937209,-105.0233408,4.4
Breckenridge Brewery,Denver, CO,0.062,Lucky U IPA,American IPA,12,39.5937209,-105.0233408,4.4
Breckenridge Brewery,Denver, CO,0.054,Avalanche Ale,American Amber / Red Ale,12,39.5937209,-105.0233408,4.4
Santa Fe Brewing Company,Santa Fe, NM,0.055,Saison 88,Saison / Farmhouse Ale,12,35.596565,-106.0515734,4.6
Santa Fe Brewing Company,Santa Fe, NM,0.071,Black IPA,American Black Ale,12,35.596565,-106.0515734,4.6
Santa Fe Brewing Company,Santa Fe, NM,0.045,Santa Fe Irish Red Ale,Irish Red Ale,12,35.596565,-106.0515734,4.6
Santa Fe Brewing Company,Santa Fe, NM,,Santa Fe Oktoberfest,Märzen / Oktoberfest,12,35.596565,-106.0515734,4.6
Santa Fe Brewing Company,Santa Fe, NM,0.08,Imperial Java Stout,Russian Imperial Stout,12,35.596565,-106.0515734,4.6
Santa Fe Brewing Company,Santa Fe, NM,0.055,Freestyle Pilsner,German Pilsener,12,35.596565,-106.0515734,4.6
Santa Fe Brewing Company,Santa Fe, NM,0.066,Happy Camper IPA,American IPA,12,35.596565,-106.0515734,4.6
Miami Brewing Company,Miami, FL,0.053,Shark Bait,Fruit / Vegetable Beer,12,25.4855882,-80.5404352,4.3
Miami Brewing Company,Miami, FL,0.053,Gator Tail Brown Ale,American Brown Ale,12,25.4855882,-80.5404352,4.3
Miami Brewing Company,Miami, FL,0.071,Miami Vice IPA,American IPA,12,25.4855882,-80.5404352,4.3
Miami Brewing Company,Miami, FL,0.053,Big Rod Coconut Ale,American Blonde Ale,12,25.4855882,-80.5404352,4.3
Schilling & Company,Seattle, WA,0.065,Oak Aged Cider,Cider,12,40.7085747,-74.0139894,4.3
Schilling & Company,Seattle, WA,0.065,Ginger Cider,Cider,12,40.7085747,-74.0139894,4.3
Schilling & Company,Seattle, WA,0.065,Schilling Hard Cider,Cider,12,40.7085747,-74.0139894,4.3
Hops & Grain Brewery,Austin, TX,0.07,Green House India Pale Ale,American IPA,12,40.7970631,-74.4826625,4.4
Hops & Grain Brewery,Austin, TX,0.051,The One They Call Zoe,American Pale Lager,12,40.7970631,-74.4826625,4.4
Hops & Grain Brewery,Austin, TX,0.051,Alteration,Altbier,12,40.7970631,-74.4826625,4.4
Hops & Grain Brewery,Austin, TX,0.06,Pale Dog,American Pale Ale (APA),12,40.7970631,-74.4826625,4.4
White Flame Brewing Company,Hudsonville, MI,0.06,Super G IPA,American IPA,16,42.8642333,-85.8708316,4.5
Ruhstaller Beer Company,Sacramento, CA,0.056,1881 California Red,American Amber / Red Ale,12,,,
Ruhstaller Beer Company,Sacramento, CA,0.073,CAPT Black IPA,American Black Ale,12,,,
Ruhstaller Beer Company,Sacramento, CA,0.048,Ruhstaller's Gilt Edge Lager Beer,American Amber / Red Lager,12,,,
Ruhstaller Beer Company,Sacramento, CA,0.073,CAPT Black IPA,American Black Ale,16,,,
Ruhstaller Beer Company,Sacramento, CA,0.056,1881 California Red Ale,American Amber / Red Ale,16,,,
Saugatuck Brewing Company,Douglas, MI,0.05,Oval Beach Blonde Ale,American Blonde Ale,16,42.6325682,-86.2125854,4.4
Moab Brewery,Moab, UT,0.04,Squeaky Bike Nut Brown Ale,American Brown Ale,16,38.5625852,-109.5496961,4.1
Moab Brewery,Moab, UT,0.04,Dead Horse Amber,American Pale Wheat Ale,16,38.5625852,-109.5496961,4.1
Moab Brewery,Moab, UT,0.04,Rocket Bike American Lager,California Common / Steam Beer,16,38.5625852,-109.5496961,4.1
Moab Brewery,Moab, UT,0.04,Johnny's American IPA,American IPA,16,38.5625852,-109.5496961,4.1
Macon Beer Company,Macon, GA,0.05,Macon Progress Ale,American Pale Ale (APA),12,32.8357511,-83.629531,4.5
Macon Beer Company,Macon, GA,0.055,Macon History Ale,American Brown Ale,12,32.8357511,-83.629531,4.5
Amnesia Brewing Company,Washougal, WA,0.054,Dusty Trail Pale Ale,American Pale Ale (APA),16,45.578277,-122.351972,4
Amnesia Brewing Company,Washougal, WA,0.062,Damnesia,American IPA,16,45.578277,-122.351972,4
Amnesia Brewing Company,Washougal, WA,0.062,Desolation IPA,American IPA,16,45.578277,-122.351972,4
Wolverine State Brewing Company,Ann Arbor, MI,0.047,Wolverine Premium Lager,American Pale Lager,12,42.2692756,-83.7744001,4.6
Red Tank Cider Company,Bend, OR,0.055,Happy Cider,Cider,16,,,
Cascadia Ciderworks United,Portland, OR,0.069,Granny Smith Hard Apple Cider,Cider,16,,,
Cascadia Ciderworks United,Portland, OR,0.069,Dry Hard Apple Cider,Cider,16,,,
Fate Brewing Company,Boulder, CO,0.07,Sudice American Stout,American Stout,16,33.46278,-111.9267155,4.6
Fate Brewing Company,Boulder, CO,0.05,Parcae Belgian Style Pale Ale,Belgian Pale Ale,16,33.46278,-111.9267155,4.6
Fate Brewing Company,Boulder, CO,0.05,Norns Roggenbier,Roggenbier,16,33.46278,-111.9267155,4.6
Fate Brewing Company,Boulder, CO,0.05,Laimas Kölsch Style Ale,Kölsch,16,33.46278,-111.9267155,4.6
Fate Brewing Company,Boulder, CO,0.07,Moirai India Pale Ale,American IPA,16,33.46278,-111.9267155,4.6
Lazy Monk Brewing,Eau Claire, WI,0.05,Lazy Monk Bohemian Pilsner,Czech Pilsener,16,44.8153415,-91.5090094,4.7
Bitter Root Brewing,Hamilton, MT,0.052,Blown Out Brown,American Brown Ale,12,46.247208,-114.154306,4.6
Bitter Root Brewing,Hamilton, MT,0.063,Single Hop Ale,American Pale Ale (APA),12,46.247208,-114.154306,4.6
Bitter Root Brewing,Hamilton, MT,0.054,Sawtooth Ale,American Blonde Ale,12,46.247208,-114.154306,4.6
10 Barrel Brewing Company,Bend, OR,0.05,Pub Beer,American Pale Lager,12,39.7594088,-104.9855212,4.5
Tamarack Brewing Company,Lakeside, MT,0.068,Hat Trick Hop IPA,American IPA,16,48.0161512,-114.2254217,4.7
Tamarack Brewing Company,Lakeside, MT,0.056,Yard Sale Amber Ale,American Amber / Red Ale,16,48.0161512,-114.2254217,4.7
New England Brewing Company,Woodbridge, CT,0.034,Weiss Trash Culture,Berliner Weissbier,12,41.3392264,-72.9795895,4.7
New England Brewing Company,Woodbridge, CT,0.062,Sea Hag IPA,American IPA,12,41.3392264,-72.9795895,4.7
New England Brewing Company,Woodbridge, CT,0.05,Elm City Pilsner,American Pilsner,12,41.3392264,-72.9795895,4.7
New England Brewing Company,Woodbridge, CT,0.05,Atlantic Amber Ale (2004),American Amber / Red Ale,12,41.3392264,-72.9795895,4.7
New England Brewing Company,Woodbridge, CT,0.09,668 Neighbor of the Beast12 oz.,Belgian Pale Ale,12,41.3392264,-72.9795895,4.7
New England Brewing Company,Woodbridge, CT,0.088,Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,12,41.3392264,-72.9795895,4.7
New England Brewing Company,Woodbridge, CT,0.09,668 Neighbor of the Beast (16 oz.) (2010),Belgian Pale Ale,16,41.3392264,-72.9795895,4.7
New England Brewing Company,Woodbridge, CT,0.088,Gandhi-Bot Double IPA (16 oz.) (2010),American Double / Imperial IPA,16,41.3392264,-72.9795895,4.7
New England Brewing Company,Woodbridge, CT,0.05,Elm City Lager (2007),American Pilsner,12,41.3392264,-72.9795895,4.7
New England Brewing Company,Woodbridge, CT,0.05,Atlantic Amber Ale (2007),American Amber / Red Ale,12,41.3392264,-72.9795895,4.7
New England Brewing Company,Woodbridge, CT,0.062,Sea Hag IPA (Current),American IPA,12,41.3392264,-72.9795895,4.7
Seattle Cider Company,Seattle, WA,0.065,Dry Cider,Cider,16,47.5603272,-122.3376046,4.9
Seattle Cider Company,Seattle, WA,0.065,Dry Hard Cider,Cider,16,47.5603272,-122.3376046,4.9
Straight to Ale,Huntsville, AL,0.051,Sand Island Lighthouse,Kölsch,12,34.720852,-86.607087,4.5
Straight to Ale,Huntsville, AL,0.05,Lily Flagg Milk Stout,Milk / Sweet Stout,12,34.720852,-86.607087,4.5
Straight to Ale,Huntsville, AL,0.072,Monkeynaut IPA,American IPA,12,34.720852,-86.607087,4.5
Austin Beerworks,Austin, TX,0.07,Heavy Machinery IPA Series #1: Heavy Fist,American Black Ale,16,30.3795473,-97.7297891,4.6
Austin Beerworks,Austin, TX,0.062,Fire Eagle IPA,American IPA,12,30.3795473,-97.7297891,4.6
Austin Beerworks,Austin, TX,0.051,Peacemaker,American Pale Ale (APA),12,30.3795473,-97.7297891,4.6
Austin Beerworks,Austin, TX,0.053,Pearl-Snap,German Pilsener,12,30.3795473,-97.7297891,4.6
Austin Beerworks,Austin, TX,0.052,Black Thunder,Schwarzbier,12,30.3795473,-97.7297891,4.6
Blue Mountain Brewery,Arrington, VA,0.049,Kölsch 151,Kölsch,12,38.016134,-78.821844,4.5
Coastal Empire Beer Company,Savannah, GA,0.047,Tybee Island Blonde,American Blonde Ale,12,32.0517478,-81.1239951,4.6
Coastal Empire Beer Company,Savannah, GA,0.062,Savannah Brown Ale,American Brown Ale,12,32.0517478,-81.1239951,4.6
Jack's Hard Cider (Hauser Estate...,Biglerville, PA,0.05,Helen's Blend,Cider,12,39.7946877,-77.2014903,4.4
Jack's Hard Cider (Hauser Estate...,Biglerville, PA,0.051,Jack's Hard Cider,Cider,12,39.7946877,-77.2014903,4.4
Boulder Beer Company,Boulder, CO,0.049,Hazed & Infused,American Pale Ale (APA),12,40.0265844,-105.2481427,4.3
Boulder Beer Company,Boulder, CO,0.057,Hoopla Pale Ale,American Pale Ale (APA),12,40.0265844,-105.2481427,4.3
Boulder Beer Company,Boulder, CO,0.049,Hazed & Infused (2010),American Pale Ale (APA),12,40.0265844,-105.2481427,4.3
Coalition Brewing Company,Portland, OR,0.06,Cascadian Dark Ale,American Black Ale,12,45.5224109,-122.6382458,4.6
Coalition Brewing Company,Portland, OR,0.044,Wheat the People,American Pale Wheat Ale,16,45.5224109,-122.6382458,4.6
Sanitas Brewing Company,Boulder, CO,0.058,Sanitas Saison Ale,Saison / Farmhouse Ale,12,40.021824,-105.2473129,4.6
Sanitas Brewing Company,Boulder, CO,0.068,Sanitas Black IPA,American Black Ale,12,40.021824,-105.2473129,4.6
Gore Range Brewery,Edwards, CO,0.052,Beaver Logger,American Pale Lager,12,39.643762,-106.596242,4
Redstone Meadery,Boulder, CO,0.08,Nectar of the Hops,Mead,16,40.0247883,-105.2436738,4.8
Redstone Meadery,Boulder, CO,0.08,Sunshine Nectar,Mead,16,40.0247883,-105.2436738,4.8
Redstone Meadery,Boulder, CO,0.08,Black Raspberry Nectar,Mead,16,40.0247883,-105.2436738,4.8
Blue Dog Mead,Eugene, OR,0.059,Yellow Collar,Mead,12,44.05691,-123.0974156,0
Blue Dog Mead,Eugene, OR,0.059,Green Collar,Mead,12,44.05691,-123.0974156,0
Hess Brewing Company,San Diego, CA,0.063,Grazias,Cream Ale,16,39.9827795,-75.1274642,0
Hess Brewing Company,San Diego, CA,0.08,Habitus IPA,American IPA,16,39.9827795,-75.1274642,0
Hess Brewing Company,San Diego, CA,0.099,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,16,39.9827795,-75.1274642,0
Wynkoop Brewing Company,Denver, CO,0.042,Patty's Chile Beer,Chile Beer,12,39.7534005,-104.9984882,4.2
Wynkoop Brewing Company,Denver, CO,0.082,Colorojo Imperial Red Ale,American Strong Ale,12,39.7534005,-104.9984882,4.2
Wynkoop Brewing Company,Denver, CO,0.055,Wynkoop Pumpkin Ale,Pumpkin Ale,12,39.7534005,-104.9984882,4.2
Wynkoop Brewing Company,Denver, CO,0.075,Rocky Mountain Oyster Stout,American Stout,12,39.7534005,-104.9984882,4.2
Wynkoop Brewing Company,Denver, CO,0.067,Belgorado,Belgian IPA,12,39.7534005,-104.9984882,4.2
Wynkoop Brewing Company,Denver, CO,0.052,Rail Yard Ale,American Amber / Red Ale,12,39.7534005,-104.9984882,4.2
Wynkoop Brewing Company,Denver, CO,0.055,B3K Black Lager,Schwarzbier,12,39.7534005,-104.9984882,4.2
Wynkoop Brewing Company,Denver, CO,0.055,Silverback Pale Ale,American Pale Ale (APA),12,39.7534005,-104.9984882,4.2
Wynkoop Brewing Company,Denver, CO,0.052,Rail Yard Ale (2009),American Amber / Red Ale,12,39.7534005,-104.9984882,4.2
Ciderboys,Stevens Point, WI,0.05,First Press,Cider,12,,,
Ciderboys,Stevens Point, WI,0.05,Magic Apple,Cider,12,,,
Armadillo Ale Works,Denton, TX,0.092,Quakertown Stout,American Double / Imperial Stout,12,33.2129273,-97.128243,4.8
Armadillo Ale Works,Denton, TX,0.051,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,12,33.2129273,-97.128243,4.8
Roanoke Railhouse Brewery,Roanoke, VA,0.045,Track 1 Amber Lager,American Amber / Red Lager,16,37.2438982,-79.9629803,3.3
Schlafly Brewing Company,Saint Louis, MO,0.05,Schlafly Yakima Wheat Ale,American Pale Wheat Ale,12,38.6330458,-90.2097572,4.4
Schlafly Brewing Company,Saint Louis, MO,0.05,Schlafly Black Lager,Schwarzbier,12,38.6330458,-90.2097572,4.4
Schlafly Brewing Company,Saint Louis, MO,0.045,Schlafly IPA,American IPA,12,38.6330458,-90.2097572,4.4
Schlafly Brewing Company,Saint Louis, MO,0.05,Schlafly American Brown Ale,American Brown Ale,12,38.6330458,-90.2097572,4.4
Schlafly Brewing Company,Saint Louis, MO,0.041,Schlafly Hefeweizen,Hefeweizen,12,38.6330458,-90.2097572,4.4
Schlafly Brewing Company,Saint Louis, MO,0.045,Schlafly Summer Lager,Munich Helles Lager,12,38.6330458,-90.2097572,4.4
Asher Brewing Company,Boulder, CO,0.07,Green Bullet Organic India Pale Ale,American IPA,16,40.0601544,-105.2058763,4.4
Lost Rhino Brewing Company,Ashburn, VA,0.062,Face Plant IPA,American IPA,12,39.0161874,-77.4756764,4.4
Lost Rhino Brewing Company,Ashburn, VA,0.056,Rhino Chasers Pilsner,Czech Pilsener,12,39.0161874,-77.4756764,4.4
North Country Brewing Company,Slippery Rock, PA,0.06,Paleo IPA,English India Pale Ale (IPA),12,41.0637661,-80.0557179,4.6
North Country Brewing Company,Slippery Rock, PA,0.061,Buck Snort Stout,American Stout,12,41.0637661,-80.0557179,4.6
North Country Brewing Company,Slippery Rock, PA,0.055,Station 33 Firehouse Red,Irish Red Ale,12,41.0637661,-80.0557179,4.6
North Country Brewing Company,Slippery Rock, PA,0.045,Slimy Pebble Pils,German Pilsener,12,41.0637661,-80.0557179,4.6
Seabright Brewery,Santa Cruz, CA,0.074,Blur India Pale Ale,American IPA,12,36.9675391,-122.0083182,4.2
French Broad Brewery,Asheville, NC,0.053,Gateway Kolsch Style Ale,Kölsch,12,35.5663353,-82.5372669,4
French Broad Brewery,Asheville, NC,0.07,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,12,35.5663353,-82.5372669,4
French Broad Brewery,Asheville, NC,0.052,13 Rebels ESB,Extra Special / Strong Bitter (ESB),12,35.5663353,-82.5372669,4
Angry Orchard Cider Company,Cincinnati, OH,0.05,Angry Orchard Apple Ginger,Cider,16,41.5900137,-74.2240492,4.5
Angry Orchard Cider Company,Cincinnati, OH,0.05,Angry Orchard Crisp Apple,Cider,16,41.5900137,-74.2240492,4.5
